,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
159364,1,1,0,0,14,6,Taliban,5,Afghanistan,1
159365,0,1,0,1,3,3,National Liberation Army of Colombia (ELN),6,Colombia,1
159372,0,1,1,1,1,3,Al-Shabaab,6,Somalia,1
159373,0,1,0,1,3,3,New People's Army (NPA),6,Philippines,1
159374,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159376,0,1,0,1,14,3,Al-Shabaab,6,Somalia,1
159377,0,1,0,0,20,3,Maoists,6,India,0
159387,0,0,0,0,4,2,New People's Army (NPA),5,Philippines,1
159390,0,1,0,0,14,6,Maoists,13,India,1
159393,0,1,0,0,3,2,Islamic State of Iraq and the Levant (ISIL),9,Germany,1
159396,0,1,0,1,3,3,Taliban,6,Afghanistan,1
159397,0,1,1,-9,17,1,Taliban,6,Afghanistan,1
159398,0,1,1,1,2,3,Taliban,6,Afghanistan,1
159399,0,1,0,-9,14,2,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159400,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159401,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159402,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159407,0,1,0,0,14,2,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159408,0,1,0,0,19,2,Taliban,5,Afghanistan,1
159409,0,1,0,0,3,2,Taliban,5,Afghanistan,1
159410,0,0,0,-9,4,2,Al-Shabaab,6,Somalia,1
159414,0,1,0,0,20,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
159415,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159416,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159417,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159418,0,1,0,0,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159419,0,1,0,1,4,3,Separatists,6,Thailand,1
159420,0,1,0,1,14,2,Separatists,5,Thailand,1
159424,0,1,0,0,14,6,Maoists,13,India,1
159425,0,1,0,0,14,2,Maoists,5,India,1
159430,0,0,0,1,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
159437,0,1,0,0,20,3,Houthi extremists (Ansar Allah),6,Yemen,1
159438,0,1,1,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159445,0,1,0,1,14,3,Al-Shabaab,6,Somalia,1
159446,0,1,1,1,1,3,Al-Shabaab,6,Somalia,1
159448,0,0,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159449,0,0,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159450,0,1,1,0,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159451,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159452,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
159454,0,1,1,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159456,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
159459,0,1,0,0,3,9,Taliban,13,Afghanistan,1
159460,0,0,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159462,0,0,0,1,4,3,Taliban,6,Afghanistan,1
159464,1,1,0,0,14,6,Maoists,13,India,1
159465,1,1,0,0,14,6,Maoists,13,India,1
159470,1,1,0,0,3,6,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen,1
159471,0,1,1,-9,17,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
159472,1,1,0,0,14,6,Houthi extremists (Ansar Allah),13,Yemen,1
159473,1,1,0,1,1,6,Taliban,5,Afghanistan,1
159475,0,1,0,1,14,2,Taliban,6,Afghanistan,1
159476,0,1,0,0,20,3,Houthi extremists (Ansar Allah),6,Yemen,0
159477,1,1,0,0,3,2,Taliban,5,Afghanistan,1
159478,0,1,0,0,15,2,Houthi extremists (Ansar Allah),5,Yemen,1
159479,0,1,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159487,0,1,0,0,3,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159488,0,1,1,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159489,0,1,1,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159491,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159492,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159493,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159495,0,0,0,-9,4,9,Al-Shabaab,13,Somalia,1
159499,0,1,0,1,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
159514,0,1,0,1,20,3,Muslim extremists,6,Mali,1
159516,1,1,0,0,14,6,Taliban,13,Afghanistan,1
159522,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159523,0,1,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159524,0,1,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159525,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159526,0,1,0,1,14,3,Taliban,6,Afghanistan,1
159528,0,1,0,1,7,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
159531,0,0,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159537,0,0,0,1,4,3,Al-Shabaab,6,Somalia,1
159538,0,1,0,1,14,3,Taliban,6,Afghanistan,1
159539,0,1,0,0,14,2,Al-Shabaab,6,Somalia,1
159540,0,1,0,0,14,2,Al-Shabaab,6,Somalia,1
159541,0,0,0,0,4,2,New People's Army (NPA),5,Philippines,1
159542,0,0,0,0,4,3,Houthi extremists (Ansar Allah),6,Yemen,0
159551,0,1,0,0,14,9,Maoists,13,India,1
159559,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159560,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
159561,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
159562,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
159566,0,1,0,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
159569,0,0,0,0,4,2,Al-Shabaab,5,Somalia,1
159573,1,1,0,1,3,2,Taliban,5,Afghanistan,1
159576,0,1,0,1,17,2,Communist Party of India - Maoist (CPI-Maoist),6,India,1
159579,0,1,0,0,3,1,New People's Army (NPA),5,Philippines,1
159580,0,1,0,0,20,3,Abu Sayyaf Group (ASG),6,Philippines,0
159584,0,1,0,0,3,2,Taliban,5,Afghanistan,1
159587,0,1,0,0,14,2,Maoists,5,India,1
159590,0,1,0,0,14,2,Fulani extremists,5,Nigeria,1
159596,0,0,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159597,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159598,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159605,0,1,0,0,17,3,Al-Shabaab,6,Somalia,1
159609,0,1,0,-9,14,3,Al-Shabaab,6,Somalia,1
159610,0,1,0,1,2,3,Al-Shabaab,6,Somalia,1
159611,0,1,0,-9,14,3,Al-Shabaab,6,Somalia,1
159613,0,0,0,0,4,9,Taliban,13,Afghanistan,1
159614,0,1,0,0,20,3,Taliban,6,Afghanistan,1
159615,0,1,0,1,14,3,Taliban,6,Afghanistan,1
159616,0,1,0,0,3,2,Taliban,5,Afghanistan,0
159617,0,0,0,0,4,2,Maoists,5,India,1
159618,1,1,0,0,14,6,Maoists,5,India,1
159619,0,1,0,1,2,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
159622,0,1,0,1,3,3,New People's Army (NPA),6,Philippines,1
159623,0,1,0,0,20,3,Abu Sayyaf Group (ASG),6,Philippines,0
159628,0,1,0,0,14,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
159631,1,1,0,0,14,6,Taliban,5,Afghanistan,1
159636,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159637,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159638,0,1,0,1,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159639,0,1,0,1,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159640,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
159649,0,1,0,1,19,7,New People's Army (NPA),8,Philippines,1
159654,0,0,0,0,4,9,Kurdistan Workers' Party (PKK),13,Turkey,1
159657,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159660,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159665,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159666,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159668,0,0,0,0,4,2,Al-Shabaab,5,Somalia,1
159669,0,1,0,1,3,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
159671,0,1,0,1,4,3,Al-Shabaab,6,Somalia,1
159676,1,1,0,1,3,2,Taliban,5,Afghanistan,1
159677,0,0,0,0,4,2,Taliban,5,Afghanistan,0
159679,0,0,0,0,4,3,New People's Army (NPA),6,Philippines,1
159680,0,1,0,0,20,3,New People's Army (NPA),6,Philippines,1
159681,0,0,0,0,4,2,Taliban,5,Afghanistan,0
159682,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Syria,1
159687,0,1,0,0,1,6,Taliban,13,Afghanistan,0
159690,0,0,0,0,4,9,Taliban,13,Afghanistan,1
159696,0,1,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159700,0,1,0,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159712,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,0
159715,0,1,0,0,2,1,Taliban,5,Afghanistan,1
159719,0,1,0,0,14,2,Taliban,6,Afghanistan,1
159720,0,1,0,0,14,2,Taliban,6,Afghanistan,1
159721,0,1,0,0,14,2,Taliban,6,Afghanistan,1
159722,0,0,0,0,4,2,Al-Shabaab,6,Somalia,1
159729,0,1,0,0,3,3,Maoists,6,India,1
159730,0,1,0,0,14,2,Maoists,9,India,1
159740,0,0,0,0,4,2,Taliban,5,Afghanistan,0
159741,0,1,1,1,2,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
159742,0,0,0,0,4,2,Taliban,5,Afghanistan,0
159743,0,1,0,0,6,3,Al-Shabaab,6,Somalia,1
159744,0,0,0,1,4,2,Al-Shabaab,5,Somalia,1
159745,1,1,0,0,14,6,Al-Shabaab,13,Somalia,1
159753,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,1
159761,0,1,0,1,3,2,New People's Army (NPA),5,Philippines,1
159763,0,1,0,0,20,3,Muslim extremists,6,Iraq,1
159765,0,1,0,-9,14,3,Abu Sayyaf Group (ASG),6,Philippines,1
159770,0,1,0,1,1,2,Maoists,5,India,1
159773,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),2,Iraq,1
159783,0,0,0,0,4,9,National Liberation Army of Colombia (ELN),13,Colombia,1
159786,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159787,0,1,0,-9,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
159790,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
159791,0,1,0,1,2,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
159792,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
159793,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
159794,0,1,0,1,14,3,Al-Shabaab,6,Somalia,1
159806,0,0,0,0,4,2,Boko Haram,5,Nigeria,1
159807,0,0,0,0,4,2,Boko Haram,5,Nigeria,1
159809,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159810,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159811,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159812,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159813,1,1,0,0,2,6,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
159826,0,1,0,1,1,7,National Liberation Army of Colombia (ELN),8,Colombia,1
159830,0,1,0,0,3,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159831,1,1,0,0,19,6,Taliban,5,Afghanistan,1
159832,0,1,1,-9,3,3,Al-Shabaab,6,Somalia,1
159833,0,0,0,1,4,3,Al-Shabaab,6,Somalia,1
159837,0,1,0,0,14,3,Abu Sayyaf Group (ASG),6,Philippines,1
159840,0,1,1,1,2,3,Taliban,6,Afghanistan,1
159845,0,1,0,0,3,2,New People's Army (NPA),5,Philippines,0
159848,0,1,0,0,3,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,0
159849,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,1
159852,0,1,0,1,14,3,Al-Shabaab,6,Somalia,1
159853,0,1,0,1,14,3,Al-Shabaab,6,Somalia,1
159856,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
159859,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159862,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159866,0,1,0,1,4,3,Al-Shabaab,6,Somalia,1
159872,1,1,0,1,2,6,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
159877,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159878,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159879,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
159880,0,1,0,-9,14,2,Fulani extremists,5,Nigeria,1
159881,0,1,0,-9,14,2,Fulani extremists,5,Nigeria,1
159882,0,1,0,-9,14,2,Fulani extremists,5,Nigeria,1
159886,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
159888,0,1,0,-9,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159889,0,1,0,0,21,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159890,0,0,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159897,0,1,0,-9,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
159900,1,1,0,0,14,6,Al-Shabaab,9,Somalia,1
159901,0,0,0,0,4,1,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
159902,0,1,0,0,3,3,Maoists,6,India,1
159903,0,1,0,1,19,7,Maoists,8,India,1
159904,0,1,0,0,3,2,Maoists,5,India,1
159905,0,1,0,1,1,3,Maoists,6,India,1
159910,0,1,0,-9,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
159926,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159929,0,1,1,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159930,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
159931,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),2,Iraq,1
159932,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159933,0,1,0,0,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159934,0,1,0,0,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
159938,0,1,0,0,14,6,Al-Shabaab,13,Somalia,1
159939,0,0,0,0,4,9,Al-Shabaab,13,Somalia,0
159947,0,1,1,0,2,3,Taliban,6,Afghanistan,0
159948,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
159949,0,1,0,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
159950,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
159954,0,1,0,1,21,3,National Liberation Army of Colombia (ELN),6,Colombia,1
159955,0,1,0,1,21,3,National Liberation Army of Colombia (ELN),6,Colombia,1
159956,0,1,0,0,3,2,Kurdistan Workers' Party (PKK),5,Turkey,1
159959,0,1,0,0,3,2,Taliban,5,Afghanistan,1
159960,0,0,0,0,4,2,Maoists,5,India,1
159964,0,1,0,1,12,7,Boko Haram,8,Nigeria,1
159967,0,0,0,0,4,3,Al-Shabaab,6,Somalia,1
159969,0,1,0,0,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
159987,0,1,0,0,1,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
159988,0,1,0,0,1,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
159991,0,1,0,-9,4,3,Al-Shabaab,6,Somalia,1
159992,0,1,0,0,20,3,Al-Shabaab,6,Somalia,0
159994,0,1,0,0,2,1,Communist Party of India - Maoist (CPI-Maoist),5,India,1
159998,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
160001,0,1,0,1,3,7,Taliban,13,Afghanistan,1
160005,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160006,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160007,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160008,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160009,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160010,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160011,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160012,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160013,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160014,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160015,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160016,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160017,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160018,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160019,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160020,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160021,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160022,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160023,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160024,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160025,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160026,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160027,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160028,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160029,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160030,0,1,0,0,4,3,Al-Shabaab,6,Somalia,1
160045,0,1,0,1,14,3,Boko Haram,6,Nigeria,1
160050,0,1,0,0,19,9,Taliban,13,Afghanistan,0
160053,0,1,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160054,0,1,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160056,0,1,0,-9,2,2,Taliban,5,Afghanistan,1
160057,0,0,0,-9,4,2,Taliban,5,Afghanistan,1
160063,0,1,0,0,2,1,New People's Army (NPA),13,Philippines,1
160070,0,1,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160071,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160072,1,0,0,-9,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160080,0,1,0,1,17,3,Boko Haram,6,Nigeria,1
160081,0,1,0,0,14,2,Boko Haram,5,Nigeria,1
160088,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey,1
160093,0,1,0,0,15,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160094,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160095,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160098,0,1,0,0,3,1,Taliban,5,Afghanistan,1
160101,0,0,0,0,4,2,Abu Sayyaf Group (ASG),5,Philippines,1
160103,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160104,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160105,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160106,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160107,0,1,0,-9,20,3,New People's Army (NPA),6,Philippines,1
160108,0,1,0,-9,20,3,New People's Army (NPA),6,Philippines,1
160109,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160110,0,1,0,1,16,3,New People's Army (NPA),6,Philippines,1
160111,0,1,0,1,3,3,New People's Army (NPA),6,Philippines,1
160112,0,1,0,-9,20,3,New People's Army (NPA),6,Philippines,1
160113,0,1,0,-9,20,3,New People's Army (NPA),6,Philippines,1
160114,0,1,0,0,20,3,New People's Army (NPA),6,Philippines,1
160115,0,0,0,0,4,2,New People's Army (NPA),5,Philippines,0
160116,0,1,0,0,14,2,Al-Shabaab,6,Somalia,1
160117,0,1,0,0,14,2,Al-Shabaab,6,Somalia,1
160122,0,1,0,0,3,9,Kurdistan Workers' Party (PKK),13,Turkey,1
160126,1,1,0,0,12,6,Al-Shabaab,5,Somalia,1
160128,0,0,0,1,4,3,Boko Haram,6,Nigeria,1
160135,0,1,0,0,14,8,Maoists,9,India,1
160142,0,1,1,1,15,3,Boko Haram,6,Nigeria,1
160153,0,0,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160154,0,0,0,0,4,2,Al-Shabaab,6,Somalia,1
160161,0,1,0,1,14,3,Taliban,6,Afghanistan,1
160162,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160164,0,0,0,0,4,2,Taliban,5,Afghanistan,1
160169,0,0,0,0,4,3,Al-Shabaab,6,Somalia,1
160171,1,1,0,0,14,6,National Liberation Army of Colombia (ELN),13,Colombia,1
160178,0,0,0,0,4,2,Al-Shabaab,5,Somalia,1
160186,0,1,0,0,1,2,New People's Army (NPA),5,Philippines,1
160188,0,1,0,0,14,6,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
160189,0,1,0,0,4,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160193,0,1,0,0,3,6,Taliban,13,Afghanistan,1
160194,0,1,0,1,3,9,Taliban,13,Afghanistan,1
160195,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
160198,0,1,0,0,14,9,Maoists,13,India,1
160203,0,1,0,1,19,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160211,0,1,0,0,14,2,Al-Shabaab,5,Somalia,1
160214,0,1,0,1,2,1,Al-Shabaab,5,Somalia,0
160217,0,1,0,0,14,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160218,0,0,0,0,4,3,Maoists,6,India,1
160219,0,1,0,0,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160228,0,0,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160229,0,1,1,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
160235,0,1,0,0,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160236,0,0,0,0,4,3,Al-Shabaab,6,Somalia,1
160245,0,1,1,0,20,3,Boko Haram,6,Nigeria,0
160250,0,1,0,0,4,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160252,0,1,0,0,17,9,Islamic State of Iraq and the Levant (ISIL),13,Yemen,1
160256,0,1,1,-9,2,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160260,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
160261,1,1,0,0,3,6,National Liberation Army of Colombia (ELN),5,Colombia,1
160262,0,1,0,0,2,3,Houthi extremists (Ansar Allah),6,Yemen,1
160263,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
160264,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
160266,0,0,0,1,4,2,Al-Shabaab,5,Somalia,1
160267,0,0,0,0,4,3,Taliban,6,Afghanistan,1
160268,0,0,0,0,4,9,Taliban,13,Afghanistan,1
160271,0,1,0,0,14,3,Abu Sayyaf Group (ASG),6,Philippines,1
160272,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,0
160274,0,1,0,1,4,3,New People's Army (NPA),6,Philippines,1
160276,1,1,0,-9,3,9,Taliban,13,Afghanistan,1
160277,1,1,0,-9,3,9,Taliban,13,Afghanistan,0
160282,0,1,0,0,2,3,Al-Shabaab,6,Somalia,0
160283,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Syria,1
160284,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen,1
160286,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160287,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160288,0,1,0,-9,3,2,Taliban,5,Afghanistan,1
160289,0,1,0,-9,3,3,Taliban,6,Afghanistan,1
160291,0,1,0,1,2,3,Taliban,6,Afghanistan,1
160293,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160294,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160296,0,1,0,0,17,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
160300,0,0,0,0,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160308,0,1,0,0,14,2,Maoists,9,India,1
160309,0,0,0,-9,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160310,0,1,0,-9,14,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160311,0,1,0,-9,14,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160314,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160316,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160317,0,1,0,-9,1,9,Taliban,13,Afghanistan,0
160318,0,1,0,1,16,8,Taliban,8,Afghanistan,1
160319,0,1,0,0,3,9,Taliban,13,Afghanistan,1
160328,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160329,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160353,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160354,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160355,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,0
160374,0,1,0,0,14,2,Maoists,9,India,1
160375,0,1,0,0,14,8,Maoists,9,India,1
160376,0,1,0,0,20,3,Maoists,6,India,1
160379,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160380,1,1,0,-9,3,6,Taliban,13,Afghanistan,1
160381,0,1,0,0,3,9,Taliban,13,Afghanistan,1
160382,0,1,0,-9,3,2,Taliban,5,Afghanistan,1
160387,0,1,0,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160392,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),12,Iraq,1
