,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt
135264,0,1,0,0,14,2,Al-Shabaab,5,Kenya
135265,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135266,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135267,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135268,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135272,0,1,0,-9,3,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
135275,0,1,0,1,19,3,Taliban,6,Afghanistan
135282,0,1,0,1,3,2,Taliban,5,Afghanistan
135283,0,1,0,1,3,3,Taliban,6,Afghanistan
135285,0,0,0,-9,4,9,Taliban,13,Afghanistan
135286,0,1,0,-9,3,9,Taliban,13,Afghanistan
135289,0,1,0,1,6,3,Muslim extremists,6,Libya
135309,0,1,0,0,15,7,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135310,1,1,0,0,14,6,Muslim extremists,5,Iraq
135311,0,1,0,1,3,9,Taliban,13,Afghanistan
135313,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
135314,0,1,0,-9,3,2,Al-Shabaab,5,Somalia
135315,0,1,0,-9,4,9,Al-Shabaab,13,Somalia
135316,0,1,0,1,2,1,Al-Shabaab,6,Somalia
135317,0,1,0,-9,3,3,Al-Shabaab,6,Somalia
135318,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135321,0,1,0,0,14,8,Muslim extremists,2,Pakistan
135322,0,1,1,1,3,3,Taliban,6,Afghanistan
135323,0,1,0,-9,3,2,Taliban,5,Afghanistan
135327,0,1,0,0,3,2,Taliban,5,Afghanistan
135330,0,1,0,-9,3,3,National Liberation Army of Colombia (ELN),6,Colombia
135331,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135332,0,1,0,1,1,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
135334,0,1,0,0,14,1,Muslim extremists,5,Egypt
135335,0,1,0,0,14,1,Muslim extremists,5,Egypt
135336,1,1,0,0,15,6,Taliban,5,Afghanistan
135337,1,1,0,0,14,6,Donetsk People's Republic,13,Ukraine
135339,0,1,0,0,9,3,Donetsk People's Republic,6,Ukraine
135340,0,1,0,0,20,3,Donetsk People's Republic,6,Ukraine
135342,0,1,0,-9,21,7,Donetsk People's Republic,13,Ukraine
135345,0,0,1,0,4,3,Donetsk People's Republic,6,Ukraine
135352,1,1,0,0,2,6,Boko Haram,5,Nigeria
135353,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135355,0,1,0,1,14,3,Donetsk People's Republic,6,Ukraine
135358,0,1,0,1,14,3,Donetsk People's Republic,6,Ukraine
135359,0,1,0,1,19,3,Donetsk People's Republic,6,Ukraine
135367,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135369,0,1,0,0,1,2,Al-Shabaab,5,Kenya
135370,0,1,0,0,14,9,Al-Shabaab,13,Somalia
135371,0,0,0,0,4,2,Al-Shabaab,5,Somalia
135372,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135373,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135374,0,0,0,0,4,2,Al-Shabaab,5,Somalia
135375,0,1,0,1,2,1,Al-Shabaab,13,Somalia
135376,0,1,0,0,2,2,Al-Shabaab,5,Somalia
135377,0,0,0,0,4,2,Al-Shabaab,5,Somalia
135379,1,0,0,0,4,6,Houthi extremists (Ansar Allah),13,Yemen
135381,0,1,1,1,3,3,Taliban,6,Afghanistan
135385,0,1,0,-9,10,6,Houthi extremists (Ansar Allah),13,Yemen
135388,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135389,0,1,0,1,19,3,Maoists,6,India
135390,0,1,0,1,16,7,Maoists,9,India
135392,1,1,0,0,10,6,Donetsk People's Republic,5,Ukraine
135395,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey
135397,0,1,0,0,14,2,Boko Haram,5,Nigeria
135401,0,0,0,0,4,3,Donetsk People's Republic,6,Ukraine
135402,0,0,0,0,4,3,Donetsk People's Republic,6,Ukraine
135408,0,1,1,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135412,1,1,0,0,14,6,Donetsk People's Republic,13,Ukraine
135413,0,1,0,1,2,1,Al-Shabaab,5,Somalia
135414,0,1,0,0,14,6,Al-Shabaab,5,Somalia
135415,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
135416,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135417,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135418,0,1,0,1,14,7,Al-Shabaab,8,Somalia
135419,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135420,0,0,0,0,4,9,Al-Shabaab,13,Somalia
135428,0,1,0,1,14,2,Taliban,5,Afghanistan
135430,0,1,0,1,21,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135434,0,1,0,1,3,2,Taliban,5,Afghanistan
135440,0,0,0,1,4,3,Donetsk People's Republic,6,Ukraine
135443,0,1,1,1,15,1,Boko Haram,6,Nigeria
135444,0,1,0,1,14,1,Boko Haram,6,Nigeria
135445,0,1,0,1,19,3,Boko Haram,6,Nigeria
135446,0,1,0,0,14,1,Boko Haram,5,Nigeria
135461,0,1,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
135463,0,0,0,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135464,0,0,0,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135465,0,0,0,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135466,0,0,0,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135467,0,0,0,0,4,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135474,0,1,0,-9,4,2,Al-Shabaab,6,Somalia
135475,0,1,0,0,18,2,Al-Shabaab,5,Kenya
135476,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135481,0,1,1,-9,3,3,Taliban,6,Afghanistan
135482,0,0,0,1,4,3,Taliban,6,Afghanistan
135483,0,1,1,0,3,1,Taliban,6,Afghanistan
135494,0,0,0,0,4,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
135495,1,0,0,0,4,6,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
135496,0,1,0,1,3,3,Maoists,6,India
135507,0,0,0,0,4,2,New People's Army (NPA),5,Philippines
135513,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135514,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135515,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135518,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135520,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135521,0,0,0,1,4,3,Taliban,6,Afghanistan
135526,0,0,0,0,4,2,Al-Shabaab,5,Somalia
135527,0,0,0,0,4,2,Al-Shabaab,5,Somalia
135528,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
135529,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135530,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135531,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135532,0,0,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135534,0,1,0,1,1,3,Separatists,6,Thailand
135541,0,0,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
135542,0,1,0,0,14,6,Taliban,5,Afghanistan
135544,0,1,0,-9,17,3,Muslim extremists,6,Yemen
135545,0,1,0,0,14,6,Taliban,5,Afghanistan
135546,0,1,0,0,2,6,Maoists,5,India
135548,0,1,0,1,2,6,Maoists,5,India
135552,1,1,0,0,14,6,Kurdistan Workers' Party (PKK),13,Turkey
135556,0,1,0,-9,2,2,Taliban,5,Afghanistan
135560,0,1,0,1,3,2,Boko Haram,6,Nigeria
135561,0,1,0,1,2,2,Boko Haram,6,Nigeria
135562,0,1,0,1,2,2,Boko Haram,6,Nigeria
135576,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135579,1,1,0,-9,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135581,1,1,0,0,14,6,Abu Sayyaf Group (ASG),5,Philippines
135582,0,1,0,0,2,6,Maoists,5,India
135583,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India
135584,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India
135587,0,1,0,0,14,2,Al-Shabaab,5,Somalia
135588,0,1,0,1,14,2,Al-Shabaab,5,Somalia
135589,0,1,0,1,2,3,Al-Shabaab,6,Somalia
135590,0,1,0,-9,2,9,Al-Shabaab,13,Somalia
135591,0,0,0,0,4,9,Al-Shabaab,13,Somalia
135594,0,0,1,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Syria
135598,0,1,0,1,1,7,National Liberation Army of Colombia (ELN),8,Colombia
135599,0,0,0,0,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
135600,0,0,0,1,4,3,Taliban,6,Afghanistan
135601,0,0,0,0,4,2,Taliban,5,Afghanistan
135603,0,1,0,1,4,3,Muslim extremists,6,Egypt
135604,0,1,0,1,1,3,Maoists,6,India
135605,0,1,0,0,14,6,Maoists,9,India
135612,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135613,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135614,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135615,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135616,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135618,1,1,0,0,3,6,Boko Haram,5,Nigeria
135621,0,0,0,0,4,3,Donetsk People's Republic,6,Ukraine
135629,0,1,0,0,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
135632,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135636,0,1,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135639,0,0,0,-9,4,3,Al-Shabaab,6,Somalia
135650,0,0,0,0,4,3,Al-Shabaab,6,Somalia
135651,0,1,0,1,2,1,Al-Shabaab,6,Somalia
135653,0,0,1,-9,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135654,0,0,1,-9,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135655,0,0,1,-9,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135658,0,1,1,-9,3,3,Taliban,6,Afghanistan
135664,0,0,0,1,4,2,New People's Army (NPA),6,Philippines
135666,0,1,0,0,14,6,Maoists,5,India
135670,0,1,0,1,15,3,Boko Haram,6,Nigeria
135671,0,1,1,0,8,3,Boko Haram,6,Nigeria
135675,0,1,0,1,1,7,New People's Army (NPA),8,Philippines
135678,0,1,0,1,14,2,Boko Haram,5,Nigeria
135679,0,1,0,1,14,2,Boko Haram,5,Nigeria
135680,0,1,0,1,14,2,Boko Haram,5,Nigeria
135681,0,1,0,1,14,2,Boko Haram,5,Nigeria
135682,0,1,0,1,14,2,Boko Haram,5,Nigeria
135683,0,1,0,1,14,2,Boko Haram,5,Nigeria
135687,0,0,0,0,4,3,Donetsk People's Republic,6,Ukraine
135690,0,0,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135692,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135693,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135694,1,1,0,0,2,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135708,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135711,0,1,0,1,14,2,Abu Sayyaf Group (ASG),5,Philippines
135714,0,1,0,1,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135715,0,1,0,-9,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135716,0,1,0,0,3,9,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
135717,0,1,0,1,9,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135725,0,0,0,0,4,2,Maoists,5,India
135734,0,0,0,1,4,1,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
135736,0,1,1,1,1,3,Boko Haram,6,Nigeria
135737,0,1,1,0,1,3,Boko Haram,6,Nigeria
135739,0,0,0,-9,4,2,Boko Haram,6,Nigeria
135741,0,1,0,1,14,2,Boko Haram,6,Nigeria
135742,0,1,0,1,19,3,Boko Haram,6,Nigeria
135753,0,1,0,0,20,3,Al-Shabaab,6,Somalia
135754,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135755,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135757,0,1,0,1,19,3,National Liberation Army of Colombia (ELN),6,Colombia
135758,0,1,0,1,14,3,National Liberation Army of Colombia (ELN),6,Colombia
135759,0,1,0,0,20,3,National Liberation Army of Colombia (ELN),6,Colombia
135760,0,1,0,0,20,3,National Liberation Army of Colombia (ELN),6,Colombia
135761,0,1,0,1,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135762,0,1,1,0,14,3,Taliban,6,Afghanistan
135764,0,0,0,1,4,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
135766,0,0,0,0,4,3,New People's Army (NPA),6,Philippines
135767,0,1,0,1,1,7,New People's Army (NPA),8,Philippines
135768,0,1,0,1,3,2,Taliban,5,Afghanistan
135769,0,1,0,0,2,3,Maoists,6,India
135775,0,1,0,1,8,3,Donetsk People's Republic,6,Ukraine
135776,0,1,0,1,13,2,Donetsk People's Republic,5,Ukraine
135777,0,1,0,-9,14,3,Donetsk People's Republic,6,Ukraine
135778,0,1,0,1,14,3,Donetsk People's Republic,6,Ukraine
135779,0,1,0,1,14,3,Donetsk People's Republic,6,Ukraine
135780,0,1,0,1,2,3,Donetsk People's Republic,6,Ukraine
135781,0,1,0,1,14,3,Donetsk People's Republic,6,Ukraine
135783,0,1,0,1,14,2,Donetsk People's Republic,5,Ukraine
135787,0,1,1,1,15,3,Boko Haram,6,Nigeria
135788,0,1,1,1,15,3,Boko Haram,6,Nigeria
135794,0,1,0,1,14,2,Al-Shabaab,5,Somalia
135795,0,0,0,1,4,3,Al-Shabaab,6,Somalia
135796,0,0,0,1,4,9,Al-Shabaab,13,Somalia
135797,0,1,0,0,2,2,Al-Shabaab,5,Somalia
135798,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
135799,0,0,0,0,4,9,Al-Shabaab,13,Somalia
135800,0,1,0,1,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135808,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India
135812,0,1,0,0,15,2,Taliban,5,Afghanistan
135823,0,1,1,1,14,3,Boko Haram,6,Nigeria
135824,0,1,1,0,20,3,Boko Haram,6,Nigeria
135827,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
135829,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135831,0,1,0,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135832,0,1,0,0,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135834,0,1,0,1,1,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
135835,1,1,0,1,14,6,Boko Haram,5,Nigeria
135836,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Syria
135839,0,1,0,1,9,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
135840,1,1,0,1,10,6,Houthi extremists (Ansar Allah),5,Yemen
135844,0,1,0,1,3,2,Taliban,5,Afghanistan
135847,1,1,0,0,1,6,Kurdistan Workers' Party (PKK),13,Turkey
135849,0,1,0,0,4,2,Al-Shabaab,5,Somalia
135859,0,0,0,0,4,2,New People's Army (NPA),5,Philippines
135860,0,1,0,1,15,3,Boko Haram,6,Nigeria
135861,0,1,0,1,15,3,Boko Haram,6,Nigeria
135862,0,1,0,1,15,3,Boko Haram,6,Nigeria
135863,0,1,0,1,15,3,Boko Haram,6,Nigeria
135871,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135873,0,1,0,-9,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135874,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135876,0,1,0,1,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135880,0,1,0,0,14,6,Maoists,5,India
135884,0,1,0,1,2,1,Al-Shabaab,5,Somalia
135885,0,1,0,-9,2,2,Taliban,5,Afghanistan
135887,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
135888,1,0,0,0,4,2,Donetsk People's Republic,5,Ukraine
135890,0,0,0,-9,4,2,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
135895,0,0,0,0,4,2,New People's Army (NPA),5,Philippines
135900,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135902,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135903,0,1,0,-9,13,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135906,0,0,0,0,4,1,Islamic State of Iraq and the Levant (ISIL),9,Iraq
135907,0,0,0,1,4,2,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135908,0,1,0,0,3,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135909,0,1,0,0,17,9,Muslim extremists,13,Iraq
135914,0,1,0,1,21,3,National Liberation Army of Colombia (ELN),6,Colombia
135926,0,1,0,1,3,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
135927,0,1,0,1,1,7,New People's Army (NPA),8,Philippines
135928,0,1,0,0,14,6,Taliban,5,Afghanistan
135930,0,1,0,1,14,2,Taliban,5,Afghanistan
135932,0,1,0,0,3,2,Taliban,5,Afghanistan
135936,1,1,0,1,3,6,Islamic State of Iraq and the Levant (ISIL),5,Lebanon
135941,1,1,0,-9,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135942,1,1,0,1,14,6,Islamic State of Iraq and the Levant (ISIL),5,Iraq
135944,0,1,0,0,17,6,Islamic State of Iraq and the Levant (ISIL),9,Iraq
135946,0,0,0,-9,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135947,0,1,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135964,0,1,0,1,2,3,Al-Shabaab,6,Somalia
135968,0,0,0,0,4,2,New People's Army (NPA),5,Philippines
135969,0,1,0,1,2,3,Al-Shabaab,6,Somalia
135980,0,1,0,0,3,9,Al-Qaida in the Arabian Peninsula (AQAP),13,Yemen
135981,0,1,0,0,3,2,Taliban,5,Afghanistan
135987,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135988,0,1,0,1,15,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
135989,1,1,0,0,4,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135990,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
135991,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135993,0,0,0,-9,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq
135994,1,1,0,-9,14,6,Islamic State of Iraq and the Levant (ISIL),5,Iraq
135995,0,1,0,0,3,3,Taliban,6,Afghanistan
135996,0,1,0,1,3,2,Taliban,5,Afghanistan
135997,0,1,0,0,3,2,Taliban,5,Afghanistan
136001,1,1,0,0,14,6,Abu Sayyaf Group (ASG),5,Philippines
136002,0,1,0,1,15,2,Fulani extremists,5,Nigeria
136018,0,1,1,1,3,3,Al-Shabaab,6,Somalia
136019,0,0,0,1,4,3,Taliban,6,Afghanistan
136020,0,1,0,0,3,3,Taliban,6,Afghanistan
136021,0,0,0,0,4,3,Taliban,6,Afghanistan
136022,0,1,0,1,15,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan
136024,0,0,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136036,0,1,0,1,14,2,Islamic State of Iraq and the Levant (ISIL),5,Syria
136037,0,1,0,1,2,3,Al-Shabaab,6,Kenya
136038,0,1,0,0,2,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
136039,0,0,0,0,4,1,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136042,0,1,0,1,1,7,Revolutionary Armed Forces of Colombia (FARC),8,Colombia
136044,0,0,0,0,4,8,National Liberation Army of Colombia (ELN),2,Colombia
136050,0,1,0,0,3,9,Taliban,13,Afghanistan
136051,0,1,0,1,1,3,New People's Army (NPA),6,Philippines
136055,0,1,0,1,3,2,Maoists,5,India
136062,0,0,0,1,4,2,Al-Shabaab,5,Somalia
136063,0,0,0,1,4,2,Al-Shabaab,5,Somalia
136064,0,0,0,1,4,2,Al-Shabaab,5,Somalia
136065,0,1,0,-9,3,3,Donetsk People's Republic,6,Ukraine
136070,0,0,0,0,4,1,Taliban,5,Afghanistan
136073,0,1,0,1,14,3,Taliban,6,Afghanistan
136075,0,1,0,0,3,2,Islamic State of Iraq and the Levant (ISIL),5,Egypt
136076,0,1,0,0,3,2,Islamic State of Iraq and the Levant (ISIL),5,Egypt
136079,0,0,0,1,4,2,Muslim extremists,5,Lebanon
136081,1,1,0,0,10,6,Islamic State of Iraq and the Levant (ISIL),5,Libya
136085,0,1,0,1,17,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
136088,1,1,0,0,3,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
136090,0,0,0,-9,4,2,Muslim extremists,5,Lebanon
136091,0,0,0,-9,4,2,Muslim extremists,5,Lebanon
136098,0,1,0,0,3,9,Taliban,13,Afghanistan
136117,0,0,0,-9,4,2,Donetsk People's Republic,5,Ukraine
136127,0,1,0,1,3,2,Taliban,5,Afghanistan
136128,0,1,0,1,14,3,Taliban,6,Afghanistan
136129,0,1,0,0,3,9,Taliban,13,Afghanistan
136130,0,0,1,1,4,6,Islamic State of Iraq and the Levant (ISIL),6,Syria
136132,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
136133,0,0,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136134,0,1,0,-9,1,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136143,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136144,0,0,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136145,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria
136148,0,0,0,0,4,9,Taliban,13,Afghanistan
136154,0,1,0,0,3,2,Maoists,5,India
136156,0,1,0,1,14,2,Boko Haram,5,Nigeria
136160,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136166,0,1,0,1,19,3,Boko Haram,6,Nigeria
136171,0,0,0,1,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136173,0,1,0,-9,14,9,Al-Shabaab,13,Somalia
136174,0,0,0,0,4,3,Al-Shabaab,6,Somalia
136176,0,0,0,1,4,3,Donetsk People's Republic,6,Ukraine
136179,0,1,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136181,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136182,1,1,0,1,14,6,Houthi extremists (Ansar Allah),13,Yemen
136184,0,0,0,-9,4,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136185,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136186,0,1,0,1,2,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136189,0,1,0,0,14,9,Boko Haram,13,Nigeria
136190,0,1,0,1,14,2,Fulani extremists,5,Nigeria
136191,0,1,0,-9,3,2,Maoists,5,India
136194,0,1,0,-9,21,7,Islamic State of Iraq and the Levant (ISIL),5,Iraq
136196,1,1,0,1,14,6,Donetsk People's Republic,5,Ukraine
136199,0,1,0,0,3,9,Taliban,13,Afghanistan
136201,0,1,0,1,2,1,Taliban,6,Afghanistan
136202,0,1,0,0,17,1,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan
136204,0,0,0,0,4,6,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136211,0,0,0,0,4,9,Al-Shabaab,13,Somalia
136212,0,1,0,-9,4,9,Al-Shabaab,13,Somalia
136213,0,1,0,1,14,7,Al-Shabaab,8,Somalia
136214,0,0,0,-9,4,2,Al-Shabaab,5,Somalia
136216,0,1,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136222,0,1,0,1,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136226,1,1,0,1,2,6,Houthi extremists (Ansar Allah),13,Yemen
136228,0,1,0,0,21,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
136229,0,1,0,1,19,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
136231,0,1,0,0,4,3,Revolutionary Armed Forces of Colombia (FARC),6,Colombia
136236,0,1,0,0,2,1,Taliban,5,Afghanistan
136237,0,1,0,1,14,7,Taliban,8,Afghanistan
136238,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Syria
136240,0,1,0,-9,3,2,Boko Haram,5,Nigeria
136244,0,1,0,-9,21,7,Islamic State of Iraq and the Levant (ISIL),13,Iraq
136249,0,0,0,0,4,3,New People's Army (NPA),6,Philippines
136257,0,1,0,1,2,1,Taliban,5,Afghanistan
136259,0,1,0,1,3,2,Taliban,5,Afghanistan
136260,0,1,0,1,3,9,Taliban,13,Afghanistan
136261,0,1,0,1,4,3,Al-Shabaab,6,Somalia
136263,0,0,0,0,4,2,Al-Shabaab,6,Somalia
136264,0,1,0,1,3,2,Al-Shabaab,6,Kenya
136266,0,1,0,1,19,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136272,0,1,0,1,3,1,Islamic State of Iraq and the Levant (ISIL),6,Iraq
136273,0,1,0,0,2,1,National Liberation Army of Colombia (ELN),13,Colombia
136275,0,0,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq
136283,1,1,0,1,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq
136290,0,1,1,1,4,3,Taliban,6,Afghanistan
136294,0,0,0,-9,4,9,Al-Shabaab,13,Somalia
136295,0,1,0,0,2,1,Al-Shabaab,5,Somalia
136297,0,1,0,1,14,7,Taliban,8,Afghanistan
136298,0,1,0,0,14,2,Taliban,5,Afghanistan
136299,0,1,0,0,3,2,Taliban,5,Afghanistan
136300,0,1,0,1,16,5,Taliban,8,Afghanistan
136305,0,0,0,-9,4,2,Al-Shabaab,6,Somalia
136306,0,0,0,-9,4,3,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136307,0,1,0,-9,2,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136308,0,1,0,-9,2,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136309,0,1,0,-9,3,2,Al-Qaida in the Arabian Peninsula (AQAP),6,Yemen
136310,0,1,0,0,2,2,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen
136312,0,1,0,1,3,3,Donetsk People's Republic,6,Ukraine
136314,0,1,0,1,14,3,Taliban,6,Afghanistan
136317,1,1,0,1,14,6,Boko Haram,5,Nigeria
136319,0,1,0,0,3,2,Communist Party of India - Maoist (CPI-Maoist),5,India
136325,0,1,0,1,1,3,Donetsk People's Republic,6,Ukraine
